287 17565 64697
0 0     -2.652492e+02 -1.078278e+01
46 6830     -1.274188e+02 3.123716e+02
46 6831     5.285864e+02 3.241127e+02
46 6832     -5.785050e+02 3.331402e+02
46 5941     -1.891125e+01 3.347519e+02
46 3806     -1.912389e+02 -2.978077e+02
46 6833     1.545175e+02 -4.805436e+02
46 6834     -1.277905e+02 -4.771471e+02
46 6835     -2.247673e+02 -4.581057e+02
46 6836     -4.016710e+02 -4.491449e+02
46 6837     -3.795162e+02 -3.817632e+02
46 6838     7.005432e+02 -3.468821e+02
46 6839     -6.421614e+02 -3.473903e+02
46 380     3.100305e+02 -3.027186e+02
46 4147     -2.510010e+01 -4.875214e+02
46 6840     -6.062541e+02 -2.939418e+02
46 6841     3.248213e+02 -2.899067e+02
46 6842     1.085716e+02 -2.816094e+02
46 2181     2.612469e+01 -2.824734e+02
46 6843     -4.215920e+02 -2.796743e+02
46 4353     -3.508039e+02 -2.738167e+02
46 6844     5.210153e+02 -2.681313e+02
46 6845     6.798804e+02 -5.468417e+02
46 6846     -7.039618e+02 -5.960432e+02
46 6847     5.164344e+02 -5.894113e+02
46 6848     5.357704e+02 -5.866511e+02
46 5914     -2.704565e+02 -5.807196e+02
46 6849     -4.577442e+02 -5.660430e+02
46 5618     1.713342e+02 -5.646198e+02
46 6850     -5.309692e+02 -2.641386e+02
46 542     -4.532049e+02 -5.347804e+02
46 574     2.284757e+02 -5.232367e+02
46 5736     1.538505e+02 -5.189535e+02
46 4534     9.423645e+00 -5.084982e+02
46 6851     8.234625e+01 -4.994077e+02
46 3170     4.454675e+01 -4.960331e+02
46 1676     1.216965e+02 -1.326855e+02
46 1682     7.586243e+00 -1.612657e+02
46 5519     1.507446e+02 -1.586572e+02
46 289     1.220480e+02 -1.595394e+02
46 6852     -2.067657e+02 -1.518637e+02
46 1678     6.499286e+01 -1.341434e+02
46 794     3.586316e+01 -1.346860e+02
46 284     1.745726e+02 -1.322390e+02
46 1683     3.593231e+01 -1.608273e+02
46 1677     9.245911e+01 -1.333768e+02
46 1079     -6.000578e+02 -1.316813e+02
46 6853     -4.948093e+02 -1.116185e+02
46 471     6.487549e+00 -1.110542e+02
46 6854     9.186536e+01 -1.070830e+02
46 1000     3.645306e+01 -1.068141e+02
46 1076     -6.507030e+02 -1.057230e+02
46 194     1.494683e+02 -1.055173e+02
46 1028     3.683759e+01 -1.911310e+02
46 6855     5.325817e+02 -2.552752e+02
46 5834     -3.436911e+02 -2.558843e+02
46 6856     6.014828e+02 -2.338466e+02
46 6857     3.479247e+02 -2.296476e+02
46 6858     4.209414e+02 -2.206856e+02
46 2628     4.381154e+02 -2.039213e+02
46 1368     9.301569e+01 -1.906783e+02
46 209     6.548059e+01 -1.912127e+02
46 6859     6.409283e+01 -1.048735e+02
46 6860     -5.149927e+02 -1.912582e+02
46 6861     4.571958e+02 -1.826476e+02
46 6862     3.657975e+02 -1.653083e+02
46 1685     9.268152e+01 -1.600595e+02
46 1684     6.506512e+01 -1.605240e+02
46 1446     6.846399e+01 8.515424e+01
46 6863     -3.847606e+02 1.365620e+02
46 6864     -6.981325e+02 1.360627e+02
46 5702     -5.278408e+02 1.554460e+02
46 6865     -2.718152e+01 7.338342e+01
46 6866     -7.738647e+00 1.591178e+02
46 6867     -6.787823e+01 1.636971e+02
46 587     2.239049e+02 -4.951531e+02
46 6868     -4.955579e+02 1.792625e+02
46 6869     -5.536472e+02 1.816497e+02
46 5938     -1.281733e+02 2.012781e+02
46 6870     -5.462325e+02 2.042479e+02
46 6871     -5.328254e+02 2.050809e+02
46 6872     4.169937e+02 -1.645245e+01
46 6873     5.243619e+02 -9.314392e+00
46 6874     2.126676e+02 -8.326843e+00
46 6875     4.089615e+02 -2.657349e+00
46 1414     -2.859379e+02 -2.197693e+00
46 6876     -5.433548e+02 5.270508e+00
46 6877     -3.300318e+02 2.927148e+01
46 6878     6.662805e+02 3.513739e+01
46 1155     -6.498391e+02 -4.816023e+02
46 6879     -6.633833e+02 4.599109e+01
46 6880     -6.269462e+02 4.807098e+01
46 6881     -6.389145e+02 5.610181e+01
46 346     -7.710905e+02 6.347351e+01
46 2267     -4.355475e+01 6.796942e+01
46 6882     -6.583645e+02 6.981824e+01
46 6883     -6.502893e+02 3.396932e+02
46 2100     -6.063118e+02 3.592679e+02
46 2150     -4.103204e+02 3.612286e+02
46 6884     -4.515866e+02 3.652929e+02
46 6885     -4.206270e+02 3.790795e+02
46 6886     -7.276725e+02 3.298361e+02
46 6887     -2.818054e+02 -4.999209e+02
46 6888     6.442378e+02 2.144025e+02
46 6889     -5.884490e+02 2.142425e+02
46 6890     -5.745336e+02 2.316450e+02
46 6891     -5.851601e+02 2.404081e+02
46 6892     -5.237586e+02 2.501270e+02
46 6893     -5.379642e+02 2.541774e+02
46 6894     -6.293045e+02 2.541984e+02
46 6895     -6.676249e+02 2.559246e+02
46 920     3.700989e+00 -4.770797e+02
46 6896     -5.931856e+02 2.708799e+02
46 6897     -6.232847e+02 2.782624e+02
46 6898     -6.752892e+02 2.892689e+02
46 6899     3.798826e+02 -4.954659e+02
46 6900     5.565968e+02 3.011153e+02
46 6901     -3.957952e+02 3.055439e+02
46 6902     -6.809012e+02 -4.565398e+02
46 6182     -5.131720e+01 -3.070047e+02
46 6903     -1.177778e+02 -3.065875e+02
46 1290     -1.408097e+02 -3.066737e+02
46 2381     -2.805235e+02 -3.046443e+02
46 2248     -4.327924e+02 -2.975765e+02
46 607     7.201654e+01 -2.905709e+02
46 6904     -4.544049e+02 -2.762114e+02
46 6905     3.796107e+02 -2.656564e+02
46 6906     -2.158573e+02 -2.646961e+02
46 2125     -1.169495e+00 -3.067042e+02
46 2820     3.940963e+02 -2.498746e+02
46 6907     4.883203e+02 -2.475427e+02
46 6908     5.468319e+02 -2.463752e+02
46 6909     5.626086e+02 -2.384868e+02
46 6910     4.041824e+02 -2.367831e+02
46 6911     4.939572e+02 -2.310099e+02
46 2254     -4.054254e+02 -2.291104e+02
46 6490     -4.344653e+02 -2.260408e+02
46 2110     -2.633746e+02 -2.165490e+02
46 6912     -4.409798e+02 -2.132524e+02
46 6913     6.998241e+02 -2.052092e+02
46 6914     6.720930e+02 -2.042126e+02
46 6915     -6.680592e+02 -3.735902e+02
46 5324     7.295398e+01 -4.485244e+02
46 6916     5.627032e+02 -4.374846e+02
46 6917     -6.552207e+02 -4.391591e+02
46 6918     -6.531665e+02 -4.259957e+02
46 6919     -6.504906e+02 -4.074694e+02
46 6920     -5.779840e+02 -3.981918e+02
46 6921     -6.487165e+02 -3.951141e+02
46 6922     -6.362323e+02 -3.887345e+02
46 6923     -6.459236e+02 -3.779196e+02
46 6924     5.168561e+02 -1.992913e+02
46 6925     -6.315134e+02 -3.577281e+02
46 3329     -2.650532e+02 -3.520849e+02
46 6926     3.894937e+02 -3.480134e+02
46 6927     4.220433e+02 -3.325635e+02
46 6381     2.731046e+02 -3.274521e+02
46 6928     -4.686053e+02 -3.230746e+02
46 6929     4.437954e+02 -3.185913e+02
46 1139     -2.133929e+02 -3.174789e+02
46 6930     1.741807e+02 -3.064940e+02
46 6931     -7.159142e+02 -7.438861e+01
46 6163     -5.517166e+02 -9.783014e+01
46 6932     8.638306e-01 -9.605267e+01
46 5937     2.740820e+02 -4.701940e+02
46 6933     -4.102922e+02 -9.057642e+01
46 6934     4.334584e+02 -8.452643e+01
46 6935     -4.551567e+02 -8.072693e+01
46 6936     -5.219491e+02 -7.714282e+01
46 1866     1.221385e+02 -7.363403e+01
46 2092     -5.516653e+02 -7.485468e+01
46 1403     -2.944855e+01 -4.622350e+02
46 4138     -4.137023e+02 -7.279199e+01
46 6937     -3.214343e+02 -7.017004e+01
46 2280     -5.078983e+02 -6.855542e+01
46 5327     9.226074e+01 -6.624762e+01
46 6938     -5.650525e+02 -6.719916e+01
46 6939     -6.606386e+02 -4.722623e+02
46 2258     -4.536713e+02 -5.849103e+01
46 6940     3.788003e+02 -4.726163e+02
46 6941     -2.799290e+02 -3.556909e+01
46 6942     -3.375919e+02 -3.259869e+01
46 6943     -2.353519e+02 -1.448803e+02
46 6207     -2.109984e+02 -1.973372e+02
46 6944     6.627430e+02 -1.944029e+02
46 6945     -4.796575e+02 -1.950583e+02
46 3911     -4.971347e+02 -1.823417e+02
46 761     1.993470e+02 -1.703256e+02
46 6946     -6.580342e+02 -4.568909e+02
46 2196     -5.344668e+02 -1.635854e+02
46 6947     5.984209e+02 -1.430649e+02
46 2411     -1.636768e+01 -1.373237e+02
46 3271     -6.921509e+02 -1.357891e+02
46 6948     -5.268314e+02 -1.266683e+02
46 6949     -5.095808e+02 -1.229726e+02
46 6950     -5.525970e+02 -1.122173e+02
46 6951     6.360288e+02 -1.106146e+02
46 6952     4.539204e+02 -1.108090e+02
46 6953     3.626915e+02 -1.077034e+02
46 6954     -1.692503e+02 1.828558e+02
46 6955     5.174340e+02 -5.711204e+02
46 6956     4.005911e+02 -5.812168e+02
46 6957     -7.764207e+02 -5.727979e+01
46 2146     -6.422071e+02 3.091748e+01
46 2133     -5.295719e+02 1.303546e+02
46 5175     5.967126e+01 -4.412400e+02
46 6958     -4.944299e+02 -4.376405e+02
46 2190     -5.389253e+02 -4.746625e+01
46 6959     3.567058e+02 -3.342247e+02
46 2197     -5.542873e+02 -1.549297e+02
46 2202     -5.107270e+02 2.525062e+02
46 6960     4.389535e+02 -2.870472e+02
46 6961     -2.516297e+02 -2.817411e+02
46 6962     -6.560797e+02 3.103849e+02
46 6963     4.212271e+02 -2.349255e+02
46 6964     -6.786864e+02 -1.981819e+02
46 6965     -5.835915e+02 -9.552081e+01
46 6966     -4.880897e+02 -5.229703e+02
46 6967     -5.062488e+02 -5.462441e+02
46 3020     -2.427832e+01 -5.373801e+02
46 586     1.476746e+01 -5.349611e+02
46 5088     2.903721e+02 -5.262584e+02
46 6968     3.621288e+02 -5.218776e+02
46 6969     4.008124e+02 -5.104006e+02
46 6442     2.240886e+02 -5.051664e+02
46 6970     -5.741284e+01 -5.056299e+02
46 6971     -6.038120e+02 -5.044042e+02
46 4861     -2.179679e+02 -5.015088e+02
46 6972     -5.534474e+02 3.282032e+02
47 6973     -1.584274e+02 -1.790559e+02
47 6974     -4.614883e+02 2.773146e+02
47 6975     2.420902e+02 2.482141e+02
47 6976     5.763820e+02 -5.505286e+01
47 6977     -4.138395e+02 -4.295456e+02
47 6978     -5.536890e+01 -1.796456e+02
47 6979     4.153008e+02 1.263367e+01
47 6980     3.474016e+02 7.044626e+01
47 6981     4.042483e+02 1.419846e+02
47 6982     -2.089482e+02 -9.661609e+01
47 6983     -2.985356e+02 -9.404327e+01
47 6984     3.203436e+02 1.734135e+02
47 6985     1.712055e+02 3.181713e+02
47 6986     -3.765977e+02 4.062734e+02
47 6987     4.969750e+02 -5.898651e+01
47 687     1.334392e+02 6.607205e+01
47 679     1.700507e+02 1.198440e+02
47 23     -1.033038e+01 -9.869940e+01
47 6988     3.593938e+02 -2.931615e+02
47 6989     -6.542786e+01 -4.254551e+02
47 6990     2.196582e+02 -1.009740e+02
47 6991     4.758738e+02 -3.613260e+02
47 6992     5.734106e+01 2.500688e+02
47 6993     5.261255e+01 -1.500121e+02
47 6994     -9.845966e+01 1.798260e+02
47 708     4.445028e+02 3.463230e+02
47 718     4.199722e+02 4.283505e+02
47 6995     5.003179e+02 5.023447e+02
47 4136     -7.749719e+01 -8.448889e+01
47 6996     5.129801e+02 -3.427558e+02
47 3705     2.012260e+02 7.497812e+01
47 700     1.713696e+02 3.741898e+01
47 2739     5.568896e+02 -1.192703e+02
47 6997     1.428000e+02 -6.101172e+01
47 6998     6.057427e+02 -1.420166e+01
47 6999     3.590710e+02 4.860291e+00
47 7000     -9.271106e+01 6.477292e+01
47 7001     3.843398e+02 9.304764e+01
47 764     7.230596e+02 1.336513e+02
47 740     5.208940e+02 2.079763e+02
47 730     5.389321e+02 2.434179e+02
47 7002     1.406775e+01 2.810865e+02
47 3608     1.966765e+02 2.772659e+02
47 7003     -2.131048e+02 -2.485820e+02
47 722     4.394552e+02 3.962297e+02
47 7004     5.717206e+02 -3.422143e+02
47 7005     2.768632e+02 -9.310358e+01
47 7006     -2.431802e+02 3.441023e+02
47 715     4.331768e+02 4.673864e+02
47 7007     5.424036e+02 4.796533e+02
47 753     1.934418e+02 2.065844e+02
47 7008     5.441232e+02 1.949935e+02
47 7009     2.296035e+02 1.930406e+02
47 7010     -2.215468e+02 1.713557e+02
47 131     -7.858276e+01 1.637739e+02
47 747     6.171414e+02 3.079805e+02
47 7011     -3.511318e+02 2.964640e+02
47 7012     3.053766e+02 2.860507e+02
47 7013     -6.940765e+02 2.662042e+02
47 7014     -3.887260e+02 2.662326e+02
47 7015     2.121868e+02 -3.147456e+02
47 5484     -2.797769e+02 9.466614e+01
47 199     -7.490546e+01 1.148671e+02
47 210     -1.610191e+02 8.873312e+01
47 7016     -1.355691e+02 8.767227e+01
47 205     -7.423993e+01 8.676550e+01
47 697     -2.749126e+02 -7.536731e+01
47 7017     -1.025309e+02 1.632371e+02
47 7018     -3.948756e+02 2.090207e+02
47 796     5.432625e+02 2.178992e+02
47 7019     2.917654e+02 2.228311e+02
47 3660     6.954591e+02 2.294999e+02
47 797     4.632948e+02 2.278575e+02
47 7020     -1.326515e+02 1.169649e+02
47 1233     1.005364e+02 6.005292e+01
47 3644     3.559058e+02 1.096219e+02
47 7021     1.845968e+02 1.103628e+02
47 760     1.104477e+02 1.142920e+02
47 5519     -1.052559e+02 1.157955e+02
47 1250     -1.607902e+02 1.181631e+02
47 1128     -8.155951e+01 1.397906e+02
47 7022     -1.320378e+02 1.425479e+02
47 7023     -2.851441e+02 4.976088e+02
47 7024     4.761871e+02 3.820632e+02
47 7025     -2.069089e+02 5.151406e+02
47 851     6.376569e+02 2.809692e+02
47 7026     -1.193246e+02 3.574252e+02
47 7027     -1.240468e+02 2.507741e+02
47 3507     6.261272e+02 2.649026e+02
47 853     6.070533e+02 2.901313e+02
47 7028     5.729863e+02 2.878186e+02
47 3642     5.559160e+02 2.919191e+02
47 3675     6.360402e+02 3.032640e+02
47 7029     2.595547e+02 -5.181879e+01
47 5480     -7.996326e+01 -1.828809e+02
47 2773     -8.895844e+01 -7.762952e+01
47 3686     3.772738e+02 -4.022266e+01
47 7030     -3.984782e+02 -3.246100e+01
47 745     3.937261e+02 -2.768555e+01
47 807     1.181204e+02 -1.350647e+01
47 7031     1.848665e+02 7.352173e+00
47 7032     2.504093e+02 4.208170e+01
47 7033     1.189094e+02 5.335135e+01
47 7034     1.932947e+02 2.336698e+02
47 7035     -7.848114e+01 1.846870e+02
47 795     4.712678e+02 1.900682e+02
47 3645     5.219869e+02 1.939449e+02
47 846     5.773602e+02 2.397673e+02
47 7036     -3.627900e+02 2.482383e+02
47 3547     5.279703e+02 2.494849e+02
47 3679     5.870992e+02 2.558407e+02
47 726     5.725826e+02 2.709930e+02
47 7037     2.598376e+02 1.173534e+02
47 7038     3.554622e+02 1.550984e+02
47 7039     1.504500e+02 1.709736e+02
47 861     4.362803e+02 1.729136e+02
47 7040     3.682955e+02 3.894019e+02
47 7041     -9.523926e+01 3.067979e+02
47 7042     6.220016e+02 2.808682e+02
47 3967     2.542631e+02 2.941173e+02
47 7043     -2.592755e+02 3.033526e+02
47 7044     -1.638872e+02 3.287833e+02
47 7045     -3.709258e+02 3.306223e+02
47 7046     5.312681e+02 -1.266519e+02
47 901     4.983467e+02 -1.236811e+02
47 909     5.302455e+02 -1.112290e+02
47 7047     4.042850e+02 7.840759e+00
47 7048     -1.789130e+01 -2.749054e+01
47 7049     -1.558669e+02 -2.744165e+01
47 5443     -9.183307e+01 -2.544244e+01
47 7050     5.559907e+02 -1.854095e+01
47 7051     4.095283e+02 -1.658801e+01
47 7052     5.801362e+02 -1.255737e+01
47 1821     5.097211e+01 -2.862952e+01
47 7053     -1.699035e+02 1.002216e+01
47 7054     3.302267e+02 5.441678e+01
47 7055     -4.697835e+02 7.314838e+01
47 910     5.089669e+02 -1.029972e+02
47 7056     -3.096185e+01 -9.659882e+01
47 1061     5.081532e+02 -8.472913e+01
47 7057     -7.519958e+01 -6.332581e+01
47 7058     3.493203e+02 -6.051337e+01
47 7059     -4.085482e+02 -4.342395e+01
47 832     7.793073e+01 -3.100262e+01
47 7060     2.027773e+02 3.454892e+02
47 7061     -2.367062e+02 -9.274445e+01
47 7062     -6.287500e+02 1.825417e+02
47 852     5.234886e+02 2.756827e+02
47 856     7.370431e+02 1.198905e+02
47 7063     4.184993e+02 -2.586331e+02
47 7064     2.083702e+02 -3.606168e+02
47 3697     5.473075e+02 2.600026e+02
47 7065     1.316188e+02 3.087242e+02
48 7066     6.108069e+01 2.459857e+02
48 7067     -1.788843e+02 2.488011e+02
48 7068     1.781889e+02 8.009644e-01
48 7069     -1.231168e+02 2.335358e+01
48 7070     1.418605e+02 7.174863e+01
48 7071     6.192695e+02 1.678528e+01
48 7072     -6.789851e+02 -1.078665e+02
48 2325     4.290066e+02 5.854614e+01
48 5229     3.722063e+02 2.362604e+01
48 7073     -7.675317e+01 2.923808e+02
48 7074     3.625255e+02 3.316001e+02
48 7075     2.888352e+02 3.377086e+02
48 7076     5.041334e+02 3.575914e+02
48 2388     3.689208e+02 4.939717e+02
48 7077     -2.256924e+02 3.216653e+01
48 7078     4.172903e+02 -1.896172e+02
48 7079     -4.151236e+02 -1.655493e+01
48 2354     -4.919516e+02 9.430676e+01
48 7080     -2.405614e+02 2.331875e+02
48 2341     2.070660e+01 1.969873e+02
48 3005     8.854944e+01 1.964741e+02
48 5254     1.305438e+02 1.961500e+02
48 7081     -4.926685e+02 1.642852e+02
48 7082     -2.729460e+02 2.678171e+02
48 7083     1.507001e+02 2.822497e+02
48 3389     1.119944e+02 2.837914e+02
48 7084     4.655493e+01 2.853486e+02
48 7085     -4.474352e+02 4.560939e+02
48 4794     6.034989e+02 -3.148694e+01
48 7086     -5.210009e+02 -8.341699e+01
48 7087     3.773582e+02 -8.426093e+01
48 7088     -2.112447e+02 1.388022e+02
48 7089     2.532886e+01 1.257258e+02
48 7090     5.224115e+01 5.405890e+01
48 7091     -3.865257e+02 4.082187e+01
48 7092     -5.549759e+02 2.073459e+01
48 7093     -5.770692e+02 2.854185e+02
48 5257     6.236451e+02 3.771973e+02
48 5333     5.152018e+02 3.948591e+02
48 2610     -2.233344e+01 4.510971e+02
48 7094     -5.164578e+02 -1.357971e+00
48 7095     -4.114111e+02 8.425156e+01
48 5295     -9.006653e+00 5.245859e+01
48 7096     -1.248646e+02 1.799591e+02
48 7097     -5.499463e+01 4.785034e+01
48 5305     5.994150e+02 4.077974e+02
48 4878     -4.461288e+02 3.578006e+02
48 1035     -3.951264e+02 3.979245e+02
48 7098     6.314987e+02 3.318562e+02
48 2438     -7.174905e+02 4.242962e+02
48 6407     -4.679152e+02 4.279136e+02
48 5284     -5.862767e+02 4.781931e+02
48 7099     -5.187826e+02 5.024225e+02
48 5282     4.647338e+02 5.099425e+02
48 4166     -8.489917e+01 2.681003e+02
48 7100     3.993492e+02 2.092499e+02
48 7101     -1.544781e+01 2.628442e+02
48 7102     -6.040717e+01 3.059779e+02
48 7103     -4.050232e+00 3.144836e+02
48 5276     4.984175e+02 4.979534e+02
48 7104     -5.784963e+02 -1.930114e+02
48 7105     -4.657257e+02 3.303589e+02
48 7106     -1.638129e+02 4.977747e+01
48 7107     2.345612e+02 2.728994e+02
48 1403     -1.671125e+02 1.341926e+02
48 5309     4.433005e+02 1.619601e+02
48 7108     4.618291e+02 2.369500e+02
48 7109     6.891168e+01 2.417732e+02
48 7110     -9.121582e+00 2.440066e+02
48 7111     -8.798944e+01 2.468835e+02
48 7112     3.975266e+02 3.528745e+01
48 6741     2.912657e+02 4.395337e+02
48 7113     5.641968e+02 4.535536e+02
48 5329     5.220671e+02 4.540760e+02
48 4474     -4.306786e+02 4.267566e+02
48 7114     4.139727e+02 3.410093e+02
48 7115     -5.341656e+02 2.900083e+02
48 7116     -4.582083e+02 2.957758e+02
48 4877     5.139429e+02 3.052862e+02
48 7117     -5.842488e+02 3.246791e+02
48 5332     4.439149e+02 3.555213e+02
48 6423     -4.654278e+02 3.942284e+02
48 5287     6.338149e+02 4.120354e+02
48 6421     3.462091e+02 4.125452e+02
48 7118     3.088356e+02 -3.681561e+01
48 7119     3.957942e+02 1.424445e+01
48 7120     4.768102e+02 -1.888232e+02
49 7121     -1.235443e+02 -1.750765e+02
49 2882     1.662960e+02 -2.016013e+02
49 7122     4.809731e+02 -2.024049e+02
49 7123     -9.132141e+00 3.083104e+02
49 7124     1.622839e+02 1.043915e+02
49 7125     -1.542383e+02 5.061969e+01
49 2482     3.788268e+02 2.187404e+02
49 7126     -3.869337e+02 2.028570e+02
49 7127     1.393997e+02 1.796841e+01
49 7128     1.039581e+01 -1.431785e+02
49 7129     3.295389e+02 6.230487e+01
49 7130     -3.411332e+02 5.935046e+01
49 7131     3.920529e+02 2.113632e+01
49 7132     5.885173e+02 4.688516e+01
49 4352     -5.972654e+02 2.861508e+01
49 1331     -4.001633e+02 7.100983e+00
49 7133     -5.810878e+02 -5.762024e+01
49 7134     4.645901e+02 -8.143140e+01
49 7135     -7.523083e+01 -2.702880e+02
49 7136     -5.546100e+02 -3.503043e+02
49 7137     5.428616e+02 1.135138e+02
49 17     -1.903114e+02 -1.115042e+02
49 2511     -6.089997e+02 -3.139811e+02
49 7138     -1.658555e+02 3.817353e+02
49 1540     4.213257e+02 3.444937e+02
49 6657     -4.308694e+02 3.185607e+02
49 7139     2.338756e+02 2.851175e+02
49 3110     -2.857482e+02 1.796517e+02
49 1339     -2.561154e+02 -1.764302e+02
49 7140     4.350696e+02 1.086118e+02
49 7141     -5.629712e+02 9.854349e+01
49 7142     -4.688233e+02 4.805914e+01
49 18     2.025188e+02 -1.035401e+02
49 931     3.374618e+02 -5.035461e+00
49 5003     -7.813220e+01 -6.266425e+01
49 503     8.717047e+01 -6.092810e+01
49 7143     -4.576708e+02 -8.055475e+01
49 7144     -4.228459e+02 -2.159266e+02
49 1444     -5.618103e+00 -1.576688e+02
49 1334     9.729645e+01 3.575652e+02
49 2803     -5.740771e+02 1.541426e+02
49 7145     -3.387895e+02 -1.541129e+01
49 2508     -4.828864e+02 -3.390948e+02
49 5006     -2.141376e+02 5.307153e+01
49 7146     -2.206822e+02 1.323036e+02
49 5022     5.504180e+02 1.692942e+02
49 31     2.908320e+02 2.056757e+02
49 7147     -2.324140e+02 2.457804e+02
49 19     -4.102567e+02 -1.086956e+02
49 7148     -3.329535e+02 3.656359e+02
49 7149     3.107805e+02 3.944035e+02
